DATA;ID CONTRATO;CONTRATO;ID OPERADORA;OPERADORA;COD EQUIPAMENTO;EQUIPAMENTO;FROTA;QTD;%
45809;COT4;Setut;OP72;EMVIPI;EQ10;CONNECTION CCIT 4.0;41;1;2%
45809;COT4;Setut;OP80;EMTRACOL THEREZIN;EQ10;CONNECTION CCIT 4.0;25;2;8%
45809;COT4;SETUT;OP143;TRANS. EFICIENTE;EQ10;CONNECTION CCIT 4.0;3;0;0%
45809;COT4;SETUT;OP142;SETUT SEB CENTRAL;EQ10;CONNECTION CCIT 4.0;4;0;0%
45809;COT4;Setut;OP75;SANTA CRUZ;EQ10;CONNECTION CCIT 4.0;7;0;0%
45809;COT4;Setut;OP80;THEREZINA;EQ10;CONNECTION CCIT 4.0;9;0;0%
45809;COT4;Setut;OP27;TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;12;0;0%
45809;COT4;Setut;OP76;SÃO CRISTÓVÃO;EQ10;CONNECTION CCIT 4.0;20;0;0%
45809;COT4;Setut;OP77;SINTRAPI;EQ10;CONNECTION CCIT 4.0;20;0;0%
45809;COT4;Setut;OP69;CIDADE VERDE;EQ10;CONNECTION CCIT 4.0;29;0;0%
45809;COT4;Setut;OP78;TAGUATUR/TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;35;0;0%
45809;COT4;Setut;OP73;PIAUIENSE;EQ10;CONNECTION CCIT 4.0;42;0;0%
45809;COT4;Setut;OP80;TRANSCOL;EQ10;CONNECTION CCIT 4.0;102;0;0%
45809;COT24;GVBUS;OP112;VIAÇÃO SANREMO;EQ10;CONNECTION CCIT 4.0;75;1;1%
45809;COT24;GVBUS;OP115;VEREDA TRANSPORTE LTDA.;EQ10;CONNECTION CCIT 4.0;108;1;1%
45809;COT24;GVBUS;OP114;VIAÇÃO PRAIA SOL LTDA.;EQ10;CONNECTION CCIT 4.0;182;1;1%
45809;COT24;GVBUS;OP118;EXPRESSO SANTA PAULA LTDA.;EQ10;CONNECTION CCIT 4.0;146;3;2%
45809;COT24;GVBUS;OP122;UNIMAR TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;204;3;1%
45809;COT24;GVBUS;OP119;SANTA ZITA TRANSPORTES COLETIVOS LTDA.;EQ10;CONNECTION CCIT 4.0;111;4;4%
45809;COT24;GVBUS;OP116;SERRAMAR TRANSPORTE COLETIVO LTDA;EQ10;CONNECTION CCIT 4.0;164;5;3%
45809;COT24;GVBUS;OP120;NOVA TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;266;5;2%
45809;COT24;GVBUS;OP117;VIAÇÃO SERRANA LTDA.;EQ10;CONNECTION CCIT 4.0;124;29;23%
45809;COT24;GVBUS;OP108;GVBUS - SIND. DAS EMP. DE TRANP. METROP. DA GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;0;0;0%
45809;COT24;GVBUS;OP113;METROPOLITANA TRANSPORTES E SERVIÇOS LTDA.;EQ10;CONNECTION CCIT 4.0;71;0;0%
45809;COT24;GVBUS;OP110;VIAÇÃO GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;184;0;0%
45809;COT24;GVBUS;OP123;VIAÇÃO SATÉLITE LTDA.;EQ10;CONNECTION CCIT 4.0;197;0;0%
45839;COT33;FLORIANÓPOLIS;OP131;BIGUAÇU;EQ10;CONNECTION CCIT 4.0;140;3;2%
45839;COT33;FLORIANÓPOLIS;OP133;SANTA TEREZINHA;EQ10;CONNECTION CCIT 4.0;16;1;6%
45839;COT33;FLORIANÓPOLIS;OP133;ESTRELA;EQ10;CONNECTION CCIT 4.0;92;13;14%
45839;COT33;FLORIANÓPOLIS;OP132;JOTUR;EQ10;CONNECTION CCIT 4.0;110;3;3%
45839;COT3;TEU;OP87;CATSUL;EQ10;CONNECTION CCIT 4.0;13;0;0%
45839;COT3;TEU;OP87;CONSÓRCIO;EQ10;CONNECTION CCIT 4.0;1;0;0%
45839;COT3;TEU;OP95;SOGAL;EQ10;CONNECTION CCIT 4.0;13;0;0%
45839;COT3;TEU;OP96;SOGIL;EQ10;CONNECTION CCIT 4.0;10;0;0%
45839;COT3;TEU;OP97;SOUL;EQ10;CONNECTION CCIT 4.0;4;0;0%
45839;COT3;TEU;OP104;TRENSURB;EQ36;CONNECTION CCIT 4.0;3;0;0%
45839;COT3;TEU;OP84;CENTRAL ;EQ10;CONNECTION CCIT 4.0;53;1;2%
45839;COT3;TEU;OP86;CMT ;EQ10;CONNECTION CCIT 4.0;56;1;2%
45839;COT3;TEU;OP99;TRANSCAL ;EQ10;CONNECTION CCIT 4.0;6;1;17%
45839;COT3;TEU;OP101;VIAMÃO / VIA LESTE;EQ10;CONNECTION CCIT 4.0;135;7;5%
45839;COT2;Transcard;OP56;CONSORCIO OTTRANS ;EQ10;CONNECTION CCIT 4.0;1293;46;4%
45839;COT2;Transcard;OP57;CONSÓRCIO PLATAFORMA;EQ10;CONNECTION CCIT 4.0;998;34;3%
45839;COT2;Transcard;OP59;COOPSTECS / COOPETACS;EQ10;CONNECTION CCIT 4.0;207;8;4%
45839;COT2;Transcard;OP59;TRANSCARD;EQ10;CONNECTION CCIT 4.0;33;0;0%
45839;COT34;BRT SSA;OP137;BRT GATE;EQ10;CONNECTION CCIT 4.0;145;0;0%
45839;COT34;BRT SSA;OP136;BRT ONIBUS;EQ10;CONNECTION CCIT 4.0;91;4;4%
45839;COT6;METRO-BAHIA;OP63;METRÔ BAHIA (CCR);EQ10;CONNECTION CCIT 4.0;330;0;0%
45839;COT10;Metropolitano-Bahia;OP64;METROPOLITANO ;EQ10;CONNECTION CCIT 4.0;398;14;4%
45839;COT20;ROSA TURISMO;OP66;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;98;3;3%
45839;COT19;SÃO JOÃO;OP67;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;113;3;3%
45839;COT36;CAMAÇARI SSA;OP140;ATLANTICO;EQ10;CONNECTION CCIT 4.0;45;0;0%
45839;COT36;CAMAÇARI SSA;OP141;STT/VAICARD;EQ10;CONNECTION CCIT 4.0;7;0;0%
45839;COT4;Setut;OP72;EMVIPI;EQ10;CONNECTION CCIT 4.0;41;1;2%
45839;COT4;Setut;OP77;SINTRAPI;EQ10;CONNECTION CCIT 4.0;20;1;5%
45839;COT4;Setut;OP78;TAGUATUR/TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;35;3;9%
45839;COT4;Setut;OP69;CIDADE VERDE;EQ10;CONNECTION CCIT 4.0;29;0;0%
45839;COT4;Setut;OP80;EMTRACOL THEREZIN;EQ10;CONNECTION CCIT 4.0;25;0;0%
45839;COT4;Setut;OP73;PIAUIENSE;EQ10;CONNECTION CCIT 4.0;42;0;0%
45839;COT4;Setut;OP75;SANTA CRUZ;EQ10;CONNECTION CCIT 4.0;7;0;0%
45839;COT4;Setut;OP74;SANTANA;EQ10;CONNECTION CCIT 4.0;28;0;0%
45839;COT4;Setut;OP76;SÃO CRISTÓVÃO;EQ10;CONNECTION CCIT 4.0;20;0;0%
45839;COT4;SETUT;OP142;SETUT SEB CENTRAL;EQ10;CONNECTION CCIT 4.0;4;0;0%
45839;COT4;Setut;OP80;THEREZINA;EQ10;CONNECTION CCIT 4.0;9;0;0%
45839;COT4;SETUT;OP143;TRANS. EFICIENTE;EQ10;CONNECTION CCIT 4.0;3;0;0%
45839;COT4;Setut;OP80;TRANSCOL;EQ10;CONNECTION CCIT 4.0;102;0;0%
45839;COT4;Setut;OP27;TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;12;0;0%
45839;COT24;GVBUS;OP115;VEREDA TRANSPORTE LTDA.;EQ10;CONNECTION CCIT 4.0;108;1;1%
45839;COT24;GVBUS;OP114;VIAÇÃO PRAIA SOL LTDA.;EQ10;CONNECTION CCIT 4.0;182;1;1%
45839;COT24;GVBUS;OP108;GVBUS - SIND. DAS EMP. DE TRANP. METROP. DA GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;0;2;0%
45839;COT24;GVBUS;OP118;EXPRESSO SANTA PAULA LTDA.;EQ10;CONNECTION CCIT 4.0;146;2;1%
45839;COT24;GVBUS;OP116;SERRAMAR TRANSPORTE COLETIVO LTDA;EQ10;CONNECTION CCIT 4.0;164;2;1%
45839;COT24;GVBUS;OP110;VIAÇÃO GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;184;3;2%
45839;COT24;GVBUS;OP122;UNIMAR TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;204;4;2%
45839;COT24;GVBUS;OP120;NOVA TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;266;5;2%
45839;COT24;GVBUS;OP113;METROPOLITANA TRANSPORTES E SERVIÇOS LTDA.;EQ10;CONNECTION CCIT 4.0;71;0;0%
45839;COT24;GVBUS;OP112;VIAÇÃO SANREMO;EQ10;CONNECTION CCIT 4.0;75;0;0%
45839;COT24;GVBUS;OP119;SANTA ZITA TRANSPORTES COLETIVOS LTDA.;EQ10;CONNECTION CCIT 4.0;111;0;0%
45839;COT24;GVBUS;OP117;VIAÇÃO SERRANA LTDA.;EQ10;CONNECTION CCIT 4.0;124;0;0%
45839;COT24;GVBUS;OP123;VIAÇÃO SATÉLITE LTDA.;EQ10;CONNECTION CCIT 4.0;197;0;0%
45839;COT1;Transfacil;OP42;Viação Sandra Ltda;EQ10;CONNECTION CCIT 4.0;27;1;4%
45839;COT1;Transfacil;OP43;Viação São Geraldo Ltda;EQ10;CONNECTION CCIT 4.0;30;1;3%
45839;COT1;Transfacil;OP6;Cidade BH Transporte Ltda;EQ10;CONNECTION CCIT 4.0;87;1;1%
45839;COT1;Transfacil;OP9;Coletivos São Lucas Ltda;EQ10;CONNECTION CCIT 4.0;90;1;1%
45839;COT1;Transfacil;OP25;Sidon Tirol Ltda;EQ10;CONNECTION CCIT 4.0;95;1;1%
45839;COT1;Transfacil;OP16;Jardins / Ana Lucia;EQ10;CONNECTION CCIT 4.0;132;1;1%
45839;COT1;Transfacil;OP33;Viação Anchieta Ltda;EQ10;CONNECTION CCIT 4.0;191;1;1%
45839;COT1;Transfacil;OP17;Rodap-Comer-Particip. Empreend. L.;EQ10;CONNECTION CCIT 4.0;46;2;4%
45839;COT1;Transfacil;OP44;BH Leste Transporte;EQ10;CONNECTION CCIT 4.0;116;2;2%
45839;COT1;Transfacil;OP19;S&M Goiânia Transportes Ltda;EQ10;CONNECTION CCIT 4.0;251;2;1%
45839;COT1;Transfacil;OP14;Milênio Transportes Ltda;EQ10;CONNECTION CCIT 4.0;64;4;6%
45839;COT1;Transfacil;OP18;Rodopass Transp. Colet. De Passag. Ltda;EQ10;CONNECTION CCIT 4.0;150;4;3%
45839;COT1;Transfacil;OP34;Viação Euclásio Ltda;EQ10;CONNECTION CCIT 4.0;25;0;0%
45839;COT1;Transfacil;OP35;Viação Fênix Ltda;EQ10;CONNECTION CCIT 4.0;30;0;0%
45839;COT1;Transfacil;OP28;Transcbel Transporte Coletivo BH Ltda;EQ10;CONNECTION CCIT 4.0;42;0;0%
45839;COT1;Transfacil;OP36;Viação Getulio Vargas Ltda;EQ10;CONNECTION CCIT 4.0;67;0;0%
45839;COT1;Transfacil;OP10;Coletur Coletivos Urbanos Soc. Ltda;EQ10;CONNECTION CCIT 4.0;73;0;0%
45839;COT1;Transfacil;OP23;São Dimas Transportes Ltda;EQ10;CONNECTION CCIT 4.0;86;0;0%
45839;COT1;Transfacil;OP40;Viação Progresso Ltda;EQ10;CONNECTION CCIT 4.0;90;0;0%
45839;COT1;Transfacil;OP15;Plena Transportes e Turismo Ltda;EQ10;CONNECTION CCIT 4.0;91;0;0%
45839;COT1;Transfacil;OP38;Viação Jardins Ltda;EQ10;CONNECTION CCIT 4.0;98;0;0%
45839;COT1;Transfacil;OP45;Viação Zurick Ltda;EQ10;CONNECTION CCIT 4.0;98;0;0%
45839;COT1;Transfacil;OP37;Viação Globo Ltda;EQ10;CONNECTION CCIT 4.0;106;0;0%
45839;COT1;Transfacil;OP26;Trans oeste Transportes Urbanos Ltda;EQ10;CONNECTION CCIT 4.0;110;0;0%
45839;COT1;Transfacil;OP1;Auto Omnibus Floramar Ltda;EQ10;CONNECTION CCIT 4.0;116;0;0%
45839;COT1;Transfacil;OP30;Urca Auto Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;118;0;0%
45839;COT1;Transfacil;OP2;Auto Omnibus Nova Suissa Ltda;EQ10;CONNECTION CCIT 4.0;120;0;0%
45839;COT1;Transfacil;OP13;Estações BRT Move;EQ10;CONNECTION CCIT 4.0;249;10;4%
45839;COT1;Transfacil;OP5;Betânia Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;122;0;0%
45870;COT33;FLORIANÓPOLIS;OP131;BIGUAÇU;EQ10;CONNECTION CCIT 4.0;140;3;2%
45870;COT33;FLORIANÓPOLIS;OP133;SANTA TEREZINHA;EQ10;CONNECTION CCIT 4.0;16;0;0%
45870;COT33;FLORIANÓPOLIS;OP133;ESTRELA;EQ10;CONNECTION CCIT 4.0;92;3;3%
45870;COT33;FLORIANÓPOLIS;OP132;JOTUR;EQ10;CONNECTION CCIT 4.0;110;0;0%
45870;COT3;TEU;OP87;CATSUL;EQ10;CONNECTION CCIT 4.0;20;0;0%
45870;COT3;TEU;OP84;CENTRAL ;EQ10;CONNECTION CCIT 4.0;53;0;0%
45870;COT3;TEU;OP86;CMT ;EQ10;CONNECTION CCIT 4.0;64;0;0%
45870;COT3;TEU;OP87;CONSÓRCIO;EQ10;CONNECTION CCIT 4.0;3;0;0%
45870;COT3;TEU;OP95;SOGAL;EQ10;CONNECTION CCIT 4.0;15;0;0%
45870;COT3;TEU;OP96;SOGIL;EQ10;CONNECTION CCIT 4.0;34;0;0%
45870;COT3;TEU;OP97;SOUL;EQ10;CONNECTION CCIT 4.0;4;1;25%
45870;COT3;TEU;OP99;TRANSCAL ;EQ10;CONNECTION CCIT 4.0;9;1;11%
45870;COT3;TEU;OP104;TRENSURB;EQ36;CONNECTION CCIT 4.0;50;7;14%
45870;COT3;TEU;OP101;VIAMÃO / VIA LESTE;EQ10;CONNECTION CCIT 4.0;142;0;0%
45870;COT3;TEU;OP91;NOVA SANTA RITA/CHARQUEADAS;EQ10;CONNECTION CCIT 4.0;1;0;0%
45870;COT3;TEU;OP103;TREVOSUL;EQ10;CONNECTION CCIT 4.0;1;0;0%
45870;COT1;Transfacil;OP33;Viação Anchieta Ltda;EQ10;CONNECTION CCIT 4.0;191;12;6%
45870;COT1;Transfacil;OP2;Auto Omnibus Nova Suissa Ltda;EQ10;CONNECTION CCIT 4.0;120;3;3%
45870;COT1;Transfacil;OP16;Jardins / Ana Lucia;EQ10;CONNECTION CCIT 4.0;132;3;2%
45870;COT1;Transfacil;OP14;Milênio Transportes Ltda;EQ10;CONNECTION CCIT 4.0;64;2;3%
45870;COT1;Transfacil;OP6;Cidade BH Transporte Ltda;EQ10;CONNECTION CCIT 4.0;87;2;2%
45870;COT1;Transfacil;OP15;Plena Transportes e Turismo Ltda;EQ10;CONNECTION CCIT 4.0;91;2;2%
45870;COT1;Transfacil;OP5;Betânia Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;122;2;2%
45870;COT1;Transfacil;OP10;Coletur Coletivos Urbanos Soc. Ltda;EQ10;CONNECTION CCIT 4.0;73;1;1%
45870;COT1;Transfacil;OP44;BH Leste Transporte;EQ10;CONNECTION CCIT 4.0;116;1;1%
45870;COT1;Transfacil;OP30;Urca Auto Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;118;1;1%
45870;COT1;Transfacil;OP19;S&M Goiânia Transportes Ltda;EQ10;CONNECTION CCIT 4.0;251;1;0%
45870;COT1;Transfacil;OP34;Viação Euclásio Ltda;EQ10;CONNECTION CCIT 4.0;25;0;0%
45870;COT1;Transfacil;OP42;Viação Sandra Ltda;EQ10;CONNECTION CCIT 4.0;27;0;0%
45870;COT1;Transfacil;OP43;Viação São Geraldo Ltda;EQ10;CONNECTION CCIT 4.0;30;0;0%
45870;COT1;Transfacil;OP35;Viação Fênix Ltda;EQ10;CONNECTION CCIT 4.0;30;0;0%
45870;COT1;Transfacil;OP28;Transcbel Transporte Coletivo BH Ltda;EQ10;CONNECTION CCIT 4.0;42;0;0%
45870;COT1;Transfacil;OP17;Rodap-Comer-Particip. Empreend. L.;EQ10;CONNECTION CCIT 4.0;46;0;0%
45870;COT1;Transfacil;OP36;Viação Getulio Vargas Ltda;EQ10;CONNECTION CCIT 4.0;67;0;0%
45870;COT1;Transfacil;OP23;São Dimas Transportes Ltda;EQ10;CONNECTION CCIT 4.0;86;0;0%
45870;COT1;Transfacil;OP40;Viação Progresso Ltda;EQ10;CONNECTION CCIT 4.0;90;0;0%
45870;COT1;Transfacil;OP9;Coletivos São Lucas Ltda;EQ10;CONNECTION CCIT 4.0;90;0;0%
45870;COT1;Transfacil;OP25;Sidon Tirol Ltda;EQ10;CONNECTION CCIT 4.0;95;0;0%
45870;COT1;Transfacil;OP45;Viação Zurick Ltda;EQ10;CONNECTION CCIT 4.0;98;0;0%
45870;COT1;Transfacil;OP38;Viação Jardins Ltda;EQ10;CONNECTION CCIT 4.0;98;0;0%
45870;COT1;Transfacil;OP37;Viação Globo Ltda;EQ10;CONNECTION CCIT 4.0;106;0;0%
45870;COT1;Transfacil;OP26;Trans oeste Transportes Urbanos Ltda;EQ10;CONNECTION CCIT 4.0;110;0;0%
45870;COT1;Transfacil;OP1;Auto Omnibus Floramar Ltda;EQ10;CONNECTION CCIT 4.0;116;0;0%
45870;COT1;Transfacil;OP13;Estações BRT Move;EQ10;CONNECTION CCIT 4.0;249;3;1%
45870;COT1;Transfacil;OP18;Rodopass Transp. Colet. De Passag. Ltda;EQ10;CONNECTION CCIT 4.0;150;0;0%
45870;COT24;GVBUS;OP108;GVBUS - SIND. DAS EMP. DE TRANP. METROP. DA GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;0;0;0%
45870;COT24;GVBUS;OP113;METROPOLITANA TRANSPORTES E SERVIÇOS LTDA.;EQ10;CONNECTION CCIT 4.0;71;0;0%
45870;COT24;GVBUS;OP112;VIAÇÃO SANREMO;EQ10;CONNECTION CCIT 4.0;75;1;1%
45870;COT24;GVBUS;OP115;VEREDA TRANSPORTE LTDA.;EQ10;CONNECTION CCIT 4.0;108;0;0%
45870;COT24;GVBUS;OP119;SANTA ZITA TRANSPORTES COLETIVOS LTDA.;EQ10;CONNECTION CCIT 4.0;111;0;0%
45870;COT24;GVBUS;OP117;VIAÇÃO SERRANA LTDA.;EQ10;CONNECTION CCIT 4.0;124;0;0%
45870;COT24;GVBUS;OP118;EXPRESSO SANTA PAULA LTDA.;EQ10;CONNECTION CCIT 4.0;146;2;1%
45870;COT24;GVBUS;OP116;SERRAMAR TRANSPORTE COLETIVO LTDA;EQ10;CONNECTION CCIT 4.0;164;3;2%
45870;COT24;GVBUS;OP114;VIAÇÃO PRAIA SOL LTDA.;EQ10;CONNECTION CCIT 4.0;182;3;2%
45870;COT24;GVBUS;OP110;VIAÇÃO GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;184;4;2%
45870;COT24;GVBUS;OP123;VIAÇÃO SATÉLITE LTDA.;EQ10;CONNECTION CCIT 4.0;197;1;1%
45870;COT24;GVBUS;OP122;UNIMAR TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;204;6;3%
45870;COT24;GVBUS;OP120;NOVA TRANSPORTES LTDA.;EQ10;CONNECTION CCIT 4.0;266;12;5%
45870;COT2;Transcard;OP56;CONSORCIO OTTRANS ;EQ10;CONNECTION CCIT 4.0;1293;62;5%
45870;COT2;Transcard;OP57;CONSÓRCIO PLATAFORMA;EQ10;CONNECTION CCIT 4.0;998;18;2%
45870;COT2;Transcard;OP59;COOPSTECS / COOPETACS;EQ10;CONNECTION CCIT 4.0;207;9;4%
45870;COT2;Transcard;OP59;TRANSCARD;EQ10;CONNECTION CCIT 4.0;33;0;0%
45870;COT34;BRT SSA;OP137;BRT GATE;EQ10;CONNECTION CCIT 4.0;145;2;1%
45870;COT34;BRT SSA;OP136;BRT ONIBUS;EQ10;CONNECTION CCIT 4.0;91;2;2%
45870;COT6;METRO-BAHIA;OP63;METRÔ BAHIA (CCR);EQ10;CONNECTION CCIT 4.0;330;0;0%
45870;COT10;Metropolitano-Bahia;OP64;METROPOLITANO ;EQ10;CONNECTION CCIT 4.0;398;9;2%
45870;COT20;ROSA TURISMO;OP66;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;98;10;10%
45870;COT19;SÃO JOÃO;OP67;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;113;3;3%
45870;COT36;CAMAÇARI SSA;OP140;ATLANTICO;EQ10;CONNECTION CCIT 4.0;45;2;4%
45870;COT36;CAMAÇARI SSA;OP141;STT/VAICARD;EQ10;CONNECTION CCIT 4.0;7;0;0%
45870;COT4;Setut;OP80;EMTRACOL THEREZIN;EQ10;CONNECTION CCIT 4.0;25;1;4%
45870;COT4;Setut;OP69;CIDADE VERDE;EQ10;CONNECTION CCIT 4.0;29;1;3%
45870;COT4;Setut;OP72;EMVIPI;EQ10;CONNECTION CCIT 4.0;41;1;2%
45870;COT4;Setut;OP73;PIAUIENSE;EQ10;CONNECTION CCIT 4.0;42;1;2%
45870;COT4;SETUT;OP143;TRANS. EFICIENTE;EQ10;CONNECTION CCIT 4.0;3;0;0%
45870;COT4;SETUT;OP142;SETUT SEB CENTRAL;EQ10;CONNECTION CCIT 4.0;4;0;0%
45870;COT4;Setut;OP75;SANTA CRUZ;EQ10;CONNECTION CCIT 4.0;7;0;0%
45870;COT4;Setut;OP80;THEREZINA;EQ10;CONNECTION CCIT 4.0;9;0;0%
45870;COT4;Setut;OP27;TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;12;0;0%
45870;COT4;Setut;OP77;SINTRAPI;EQ10;CONNECTION CCIT 4.0;20;0;0%
45870;COT4;Setut;OP76;SÃO CRISTÓVÃO;EQ10;CONNECTION CCIT 4.0;20;0;0%
45870;COT4;Setut;OP74;SANTANA;EQ10;CONNECTION CCIT 4.0;28;0;0%
45870;COT4;Setut;OP78;TAGUATUR/TRANSFÁCIL;EQ10;CONNECTION CCIT 4.0;35;0;0%
45870;COT4;Setut;OP80;TRANSCOL;EQ10;CONNECTION CCIT 4.0;102;0;0%
45901;COT33;FLORIANÓPOLIS;OP131;BIGUAÇU;EQ10;CONNECTION CCIT 4.0;140;3;2%
45901;COT33;FLORIANÓPOLIS;OP133;SANTA TEREZINHA;EQ10;CONNECTION CCIT 4.0;16;0;0%
45901;COT33;FLORIANÓPOLIS;OP133;ESTRELA;EQ10;CONNECTION CCIT 4.0;92;0;0%
45901;COT33;FLORIANÓPOLIS;OP132;JOTUR;EQ10;CONNECTION CCIT 4.0;110;0;0%
45901;COT1;Transfacil;OP42;Viação Sandra Ltda;EQ10;CONNECTION CCIT 4.0;27;1;4%
45901;COT1;Transfacil;OP35;Viação Fênix Ltda;EQ10;CONNECTION CCIT 4.0;30;1;3%
45901;COT1;Transfacil;OP14;Milênio Transportes Ltda;EQ10;CONNECTION CCIT 4.0;64;1;2%
45901;COT1;Transfacil;OP25;Sidon Tirol Ltda;EQ10;CONNECTION CCIT 4.0;95;1;1%
45901;COT1;Transfacil;OP45;Viação Zurick Ltda;EQ10;CONNECTION CCIT 4.0;98;1;1%
45901;COT1;Transfacil;OP44;BH Leste Transporte;EQ10;CONNECTION CCIT 4.0;116;1;1%
45901;COT1;Transfacil;OP2;Auto Omnibus Nova Suissa Ltda;EQ10;CONNECTION CCIT 4.0;120;1;1%
45901;COT1;Transfacil;OP5;Betânia Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;122;1;1%
45901;COT1;Transfacil;OP18;Rodopass Transp. Colet. De Passag. Ltda;EQ10;CONNECTION CCIT 4.0;150;1;1%
45901;COT1;Transfacil;OP33;Viação Anchieta Ltda;EQ10;CONNECTION CCIT 4.0;191;1;1%
45901;COT1;Transfacil;OP26;Trans oeste Transportes Urbanos Ltda;EQ10;CONNECTION CCIT 4.0;110;2;2%
45901;COT1;Transfacil;OP30;Urca Auto Ônibus Ltda;EQ10;CONNECTION CCIT 4.0;118;3;3%
45901;COT1;Transfacil;OP19;S&M Goiânia Transportes Ltda;EQ10;CONNECTION CCIT 4.0;251;3;1%
45901;COT1;Transfacil;OP16;Jardins / Ana Lucia;EQ10;CONNECTION CCIT 4.0;132;4;3%
45901;COT1;Transfacil;OP34;Viação Euclásio Ltda;EQ10;CONNECTION CCIT 4.0;25;0;0%
45901;COT1;Transfacil;OP43;Viação São Geraldo Ltda;EQ10;CONNECTION CCIT 4.0;30;0;0%
45901;COT1;Transfacil;OP28;Transcbel Transporte Coletivo BH Ltda;EQ10;CONNECTION CCIT 4.0;42;0;0%
45901;COT1;Transfacil;OP17;Rodap-Comer-Particip. Empreend. L.;EQ10;CONNECTION CCIT 4.0;46;0;0%
45901;COT1;Transfacil;OP36;Viação Getulio Vargas Ltda;EQ10;CONNECTION CCIT 4.0;67;0;0%
45901;COT1;Transfacil;OP10;Coletur Coletivos Urbanos Soc. Ltda;EQ10;CONNECTION CCIT 4.0;73;0;0%
45901;COT1;Transfacil;OP23;São Dimas Transportes Ltda;EQ10;CONNECTION CCIT 4.0;86;0;0%
45901;COT1;Transfacil;OP6;Cidade BH Transporte Ltda;EQ10;CONNECTION CCIT 4.0;87;0;0%
45901;COT1;Transfacil;OP40;Viação Progresso Ltda;EQ10;CONNECTION CCIT 4.0;90;0;0%
45901;COT1;Transfacil;OP9;Coletivos São Lucas Ltda;EQ10;CONNECTION CCIT 4.0;90;0;0%
45901;COT1;Transfacil;OP15;Plena Transportes e Turismo Ltda;EQ10;CONNECTION CCIT 4.0;91;0;0%
45901;COT1;Transfacil;OP38;Viação Jardins Ltda;EQ10;CONNECTION CCIT 4.0;98;0;0%
45901;COT1;Transfacil;OP37;Viação Globo Ltda;EQ10;CONNECTION CCIT 4.0;106;0;0%
45901;COT1;Transfacil;OP1;Auto Omnibus Floramar Ltda;EQ10;CONNECTION CCIT 4.0;116;0;0%
45901;COT1;Transfacil;OP13;Estações BRT Move;EQ10;CONNECTION CCIT 4.0;249;14;6%
45901;COT24;GVBUS;OP108;GVBUS - SIND. DAS EMP. DE TRANP. METROP. DA GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;0;0;0%
45901;COT24;GVBUS;OP113;METROPOLITANA TRANSPORTES E SERVIÇOS LTDA.;EQ10;CONNECTION CCIT 4.0;71;0;0%
45901;COT24;GVBUS;OP112;VIAÇÃO SANREMO;EQ10;CONNECTION CCIT 4.0;75;0;0%
45901;COT24;GVBUS;OP115;VEREDA TRANSPORTE LTDA.;EQ10;CONNECTION CCIT 4.0;108;0;0%
45901;COT24;GVBUS;OP119;SANTA ZITA TRANSPORTES COLETIVOS LTDA.;EQ10;CONNECTION CCIT 4.0;111;0;0%
45901;COT24;GVBUS;OP117;VIAÇÃO SERRANA LTDA.;EQ10;CONNECTION CCIT 4.0;124;1;1%
45901;COT24;GVBUS;OP118;EXPRESSO SANTA PAULA LTDA.;EQ10;CONNECTION CCIT 4.0;146;0;0%
45901;COT24;GVBUS;OP116;SERRAMAR TRANSPORTE COLETIVO LTDA;EQ10;CONNECTION CCIT 4.0;164;4;2%
45901;COT24;GVBUS;OP114;VIAÇÃO PRAIA SOL LTDA.;EQ10;CONNECTION CCIT 4.0;182;2;1%
45901;COT24;GVBUS;OP110;VIAÇÃO GRANDE VITÓRIA;EQ10;CONNECTION CCIT 4.0;184;1;1%
45901;COT24;GVBUS;OP123;VIAÇÃO SATÉLITE LTDA.;EQ10;CONNECTION CCIT 4.0;197;0;0%
